Datum,Zeitzone,von,bis,Datenkategorie,Datentyp,Einheit,AEP-Schätzer,Status
29.05.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,104.52,0.0
29.05.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,124.07,0.0
29.05.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,125.28,0.0
29.05.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,161.02,0.0
29.05.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,128.71,0.0
29.05.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,105.8,0.0
29.05.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,105.52,0.0
29.05.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,89.75,0.0
29.05.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,78.07,0.0
29.05.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,93.44,0.0
29.05.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,86.23,0.0
29.05.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,135.58,0.0
29.05.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,117.52,0.0
29.05.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,125.62,0.0
29.05.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,114.21,0.0
29.05.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,138.41,0.0
29.05.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,146.27,0.0
29.05.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,162.32,0.0
29.05.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,144.14,0.0
29.05.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,130.48,0.0
29.05.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,154.24,0.0
29.05.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,144.24,0.0
29.05.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,119.01,0.0
29.05.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,155.8,0.0
29.05.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,134.96,0.0
29.05.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,63.59,0.0
29.05.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,78.06,0.0
29.05.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,131.52,0.0
29.05.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,283.9,0.0
29.05.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,286.04,0.0
29.05.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,181.14,0.0
29.05.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,157.76,0.0
29.05.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,136.31,0.0
29.05.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,128.26,0.0
29.05.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,115.9,0.0
29.05.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,3.77,0.0
29.05.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,11.64,0.0
29.05.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,0.38,0.0
29.05.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,-5.12,0.0
29.05.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,-3.17,0.0
29.05.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,-6.82,0.0
29.05.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,-1.38,0.0
29.05.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,6.23,0.0
29.05.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,-7.37,0.0
29.05.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,-14.48,0.0
29.05.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-7.43,0.0
29.05.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,-6.52,0.0
29.05.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,-13.8,0.0
29.05.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,-16.88,0.0
29.05.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-5.66,0.0
29.05.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-7.64,0.0
29.05.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,10.87,0.0
29.05.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,1.37,0.0
29.05.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,9.65,0.0
29.05.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,84.52,0.0
29.05.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,55.52,0.0
29.05.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,43.87,0.0
29.05.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,70.54,0.0
29.05.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,162.88,0.0
29.05.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,157.66,0.0
29.05.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,193.02,0.0
29.05.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,172.24,0.0
29.05.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,137.68,0.0
29.05.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,133.59,0.0
29.05.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,124.91,0.0
29.05.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,142.46,0.0
29.05.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,214.08,0.0
29.05.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,179.19,0.0
29.05.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,81.53,0.0
29.05.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,112.23,0.0
29.05.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,94.01,0.0
29.05.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,72.08,0.0
29.05.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,78.65,0.0
29.05.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,110.59,0.0
29.05.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,100.75,0.0
29.05.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,103.12,0.0
29.05.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,116.73,0.0
29.05.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,99.05,0.0
29.05.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,26.2,0.0
29.05.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,72.59,0.0
29.05.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,70.35,0.0
29.05.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,71.07,0.0
29.05.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,75.34,0.0
29.05.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,135.24,0.0
29.05.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,104.42,0.0
29.05.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,98.23,0.0
29.05.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,79.53,0.0
29.05.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,120.16,0.0
29.05.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,125.66,0.0
29.05.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,133.4,0.0
29.05.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,134.65,0.0
29.05.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,146.04,0.0
29.05.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,172.89,0.0
29.05.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,133.62,0.0
29.05.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,128.44,0.0
30.05.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,71.67,0.0
30.05.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,89.57,0.0
30.05.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,94.34,0.0
30.05.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,142.87,0.0
30.05.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,152.15,0.0
30.05.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,165.2,0.0
30.05.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,156.35,0.0
30.05.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,110.17,0.0
30.05.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,62.63,0.0
30.05.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,91.97,0.0
30.05.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,95.82,0.0
30.05.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,90.61,0.0
30.05.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,100.37,0.0
30.05.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,84.95,0.0
30.05.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,73.54,0.0
30.05.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,40.36,0.0
30.05.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,116.54,0.0
30.05.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,127.29,0.0
30.05.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,140.07,0.0
30.05.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,117.82,0.0
30.05.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,148.91,0.0
30.05.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,188.99,0.0
30.05.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,174.1,0.0
30.05.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,210.07,0.0
30.05.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,207.22,0.0
30.05.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,146.78,0.0
30.05.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,90.83,0.0
30.05.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,76.56,0.0
30.05.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,101.85,0.0
30.05.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,86.06,0.0
30.05.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,37.26,0.0
30.05.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,8.89,0.0
30.05.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,30.75,0.0
30.05.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,18.17,0.0
30.05.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,111.04,0.0
30.05.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,190.96,0.0
30.05.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,3.01,0.0
30.05.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,-14.41,0.0
30.05.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,75.1,0.0
30.05.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,22.95,0.0
30.05.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,-3.83,0.0
30.05.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,-10.36,0.0
30.05.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,-6.22,0.0
30.05.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,-9.29,0.0
30.05.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,-5.03,0.0
30.05.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,-6.47,0.0
30.05.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,-10.96,0.0
30.05.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,-9.84,0.0
30.05.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,-9.91,0.0
30.05.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,-3.43,0.0
30.05.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,-8.13,0.0
30.05.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,-8.71,0.0
30.05.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,-8.97,0.0
30.05.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,-13.26,0.0
30.05.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,-15.14,0.0
30.05.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,-39.69,0.0
30.05.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,-29.77,0.0
30.05.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,-16.5,0.0
30.05.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,93.48,0.0
30.05.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,-10.8,0.0
30.05.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,111.76,0.0
30.05.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,155.7,0.0
30.05.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,164.76,0.0
30.05.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,178.2,0.0
30.05.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,170.5,0.0
30.05.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,122.49,0.0
30.05.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,91.03,0.0
30.05.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,121.48,0.0
30.05.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,143.51,0.0
30.05.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,167.68,0.0
30.05.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,137.97,0.0
30.05.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,187.65,0.0
30.05.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,141.91,0.0
30.05.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,179.5,0.0
30.05.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,206.93,0.0
30.05.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,186.83,0.0
30.05.2026,UTC,19:00,19:15,AEP-Schätzer,Betrieblich,EUR/MWh,117.27,0.0
30.05.2026,UTC,19:15,19:30,AEP-Schätzer,Betrieblich,EUR/MWh,115.0,0.0
30.05.2026,UTC,19:30,19:45,AEP-Schätzer,Betrieblich,EUR/MWh,181.75,0.0
30.05.2026,UTC,19:45,20:00,AEP-Schätzer,Betrieblich,EUR/MWh,172.39,0.0
30.05.2026,UTC,20:00,20:15,AEP-Schätzer,Betrieblich,EUR/MWh,234.74,0.0
30.05.2026,UTC,20:15,20:30,AEP-Schätzer,Betrieblich,EUR/MWh,246.42,0.0
30.05.2026,UTC,20:30,20:45,AEP-Schätzer,Betrieblich,EUR/MWh,158.5,0.0
30.05.2026,UTC,20:45,21:00,AEP-Schätzer,Betrieblich,EUR/MWh,137.79,0.0
30.05.2026,UTC,21:00,21:15,AEP-Schätzer,Betrieblich,EUR/MWh,169.55,0.0
30.05.2026,UTC,21:15,21:30,AEP-Schätzer,Betrieblich,EUR/MWh,186.68,0.0
30.05.2026,UTC,21:30,21:45,AEP-Schätzer,Betrieblich,EUR/MWh,130.91,0.0
30.05.2026,UTC,21:45,22:00,AEP-Schätzer,Betrieblich,EUR/MWh,161.91,0.0
30.05.2026,UTC,22:00,22:15,AEP-Schätzer,Betrieblich,EUR/MWh,183.69,0.0
30.05.2026,UTC,22:15,22:30,AEP-Schätzer,Betrieblich,EUR/MWh,129.75,0.0
30.05.2026,UTC,22:30,22:45,AEP-Schätzer,Betrieblich,EUR/MWh,110.87,0.0
30.05.2026,UTC,22:45,23:00,AEP-Schätzer,Betrieblich,EUR/MWh,102.92,0.0
30.05.2026,UTC,23:00,23:15,AEP-Schätzer,Betrieblich,EUR/MWh,147.42,0.0
30.05.2026,UTC,23:15,23:30,AEP-Schätzer,Betrieblich,EUR/MWh,121.91,0.0
30.05.2026,UTC,23:30,23:45,AEP-Schätzer,Betrieblich,EUR/MWh,129.34,0.0
30.05.2026,UTC,23:45,00:00,AEP-Schätzer,Betrieblich,EUR/MWh,144.35,0.0
01.06.2026,UTC,00:00,00:15,AEP-Schätzer,Betrieblich,EUR/MWh,146.27,0.0
01.06.2026,UTC,00:15,00:30,AEP-Schätzer,Betrieblich,EUR/MWh,144.81,0.0
01.06.2026,UTC,00:30,00:45,AEP-Schätzer,Betrieblich,EUR/MWh,134.24,0.0
01.06.2026,UTC,00:45,01:00,AEP-Schätzer,Betrieblich,EUR/MWh,121.51,0.0
01.06.2026,UTC,01:00,01:15,AEP-Schätzer,Betrieblich,EUR/MWh,103.81,0.0
01.06.2026,UTC,01:15,01:30,AEP-Schätzer,Betrieblich,EUR/MWh,108.08,0.0
01.06.2026,UTC,01:30,01:45,AEP-Schätzer,Betrieblich,EUR/MWh,99.28,0.0
01.06.2026,UTC,01:45,02:00,AEP-Schätzer,Betrieblich,EUR/MWh,111.91,0.0
01.06.2026,UTC,02:00,02:15,AEP-Schätzer,Betrieblich,EUR/MWh,150.23,0.0
01.06.2026,UTC,02:15,02:30,AEP-Schätzer,Betrieblich,EUR/MWh,143.46,0.0
01.06.2026,UTC,02:30,02:45,AEP-Schätzer,Betrieblich,EUR/MWh,122.42,0.0
01.06.2026,UTC,02:45,03:00,AEP-Schätzer,Betrieblich,EUR/MWh,112.85,0.0
01.06.2026,UTC,03:00,03:15,AEP-Schätzer,Betrieblich,EUR/MWh,111.18,0.0
01.06.2026,UTC,03:15,03:30,AEP-Schätzer,Betrieblich,EUR/MWh,78.82,0.0
01.06.2026,UTC,03:30,03:45,AEP-Schätzer,Betrieblich,EUR/MWh,99.84,0.0
01.06.2026,UTC,03:45,04:00,AEP-Schätzer,Betrieblich,EUR/MWh,155.9,0.0
01.06.2026,UTC,04:00,04:15,AEP-Schätzer,Betrieblich,EUR/MWh,163.98,0.0
01.06.2026,UTC,04:15,04:30,AEP-Schätzer,Betrieblich,EUR/MWh,132.48,0.0
01.06.2026,UTC,04:30,04:45,AEP-Schätzer,Betrieblich,EUR/MWh,176.18,0.0
01.06.2026,UTC,04:45,05:00,AEP-Schätzer,Betrieblich,EUR/MWh,180.49,0.0
01.06.2026,UTC,05:00,05:15,AEP-Schätzer,Betrieblich,EUR/MWh,215.68,0.0
01.06.2026,UTC,05:15,05:30,AEP-Schätzer,Betrieblich,EUR/MWh,225.43,0.0
01.06.2026,UTC,05:30,05:45,AEP-Schätzer,Betrieblich,EUR/MWh,125.92,0.0
01.06.2026,UTC,05:45,06:00,AEP-Schätzer,Betrieblich,EUR/MWh,147.01,0.0
01.06.2026,UTC,06:00,06:15,AEP-Schätzer,Betrieblich,EUR/MWh,169.15,0.0
01.06.2026,UTC,06:15,06:30,AEP-Schätzer,Betrieblich,EUR/MWh,94.32,0.0
01.06.2026,UTC,06:30,06:45,AEP-Schätzer,Betrieblich,EUR/MWh,166.39,0.0
01.06.2026,UTC,06:45,07:00,AEP-Schätzer,Betrieblich,EUR/MWh,184.56,0.0
01.06.2026,UTC,07:00,07:15,AEP-Schätzer,Betrieblich,EUR/MWh,161.67,0.0
01.06.2026,UTC,07:15,07:30,AEP-Schätzer,Betrieblich,EUR/MWh,82.68,0.0
01.06.2026,UTC,07:30,07:45,AEP-Schätzer,Betrieblich,EUR/MWh,54.83,0.0
01.06.2026,UTC,07:45,08:00,AEP-Schätzer,Betrieblich,EUR/MWh,150.99,0.0
01.06.2026,UTC,08:00,08:15,AEP-Schätzer,Betrieblich,EUR/MWh,63.01,0.0
01.06.2026,UTC,08:15,08:30,AEP-Schätzer,Betrieblich,EUR/MWh,31.6,0.0
01.06.2026,UTC,08:30,08:45,AEP-Schätzer,Betrieblich,EUR/MWh,59.92,0.0
01.06.2026,UTC,08:45,09:00,AEP-Schätzer,Betrieblich,EUR/MWh,73.79,0.0
01.06.2026,UTC,09:00,09:15,AEP-Schätzer,Betrieblich,EUR/MWh,60.41,0.0
01.06.2026,UTC,09:15,09:30,AEP-Schätzer,Betrieblich,EUR/MWh,60.18,0.0
01.06.2026,UTC,09:30,09:45,AEP-Schätzer,Betrieblich,EUR/MWh,69.21,0.0
01.06.2026,UTC,09:45,10:00,AEP-Schätzer,Betrieblich,EUR/MWh,64.96,0.0
01.06.2026,UTC,10:00,10:15,AEP-Schätzer,Betrieblich,EUR/MWh,84.66,0.0
01.06.2026,UTC,10:15,10:30,AEP-Schätzer,Betrieblich,EUR/MWh,97.68,0.0
01.06.2026,UTC,10:30,10:45,AEP-Schätzer,Betrieblich,EUR/MWh,94.77,0.0
01.06.2026,UTC,10:45,11:00,AEP-Schätzer,Betrieblich,EUR/MWh,91.97,0.0
01.06.2026,UTC,11:00,11:15,AEP-Schätzer,Betrieblich,EUR/MWh,47.21,0.0
01.06.2026,UTC,11:15,11:30,AEP-Schätzer,Betrieblich,EUR/MWh,59.37,0.0
01.06.2026,UTC,11:30,11:45,AEP-Schätzer,Betrieblich,EUR/MWh,51.97,0.0
01.06.2026,UTC,11:45,12:00,AEP-Schätzer,Betrieblich,EUR/MWh,45.49,0.0
01.06.2026,UTC,12:00,12:15,AEP-Schätzer,Betrieblich,EUR/MWh,58.4,0.0
01.06.2026,UTC,12:15,12:30,AEP-Schätzer,Betrieblich,EUR/MWh,47.36,0.0
01.06.2026,UTC,12:30,12:45,AEP-Schätzer,Betrieblich,EUR/MWh,62.96,0.0
01.06.2026,UTC,12:45,13:00,AEP-Schätzer,Betrieblich,EUR/MWh,71.29,0.0
01.06.2026,UTC,13:00,13:15,AEP-Schätzer,Betrieblich,EUR/MWh,64.84,0.0
01.06.2026,UTC,13:15,13:30,AEP-Schätzer,Betrieblich,EUR/MWh,76.44,0.0
01.06.2026,UTC,13:30,13:45,AEP-Schätzer,Betrieblich,EUR/MWh,94.09,0.0
01.06.2026,UTC,13:45,14:00,AEP-Schätzer,Betrieblich,EUR/MWh,32.41,0.0
01.06.2026,UTC,14:00,14:15,AEP-Schätzer,Betrieblich,EUR/MWh,42.49,0.0
01.06.2026,UTC,14:15,14:30,AEP-Schätzer,Betrieblich,EUR/MWh,29.17,0.0
01.06.2026,UTC,14:30,14:45,AEP-Schätzer,Betrieblich,EUR/MWh,63.03,0.0
01.06.2026,UTC,14:45,15:00,AEP-Schätzer,Betrieblich,EUR/MWh,40.62,0.0
01.06.2026,UTC,15:00,15:15,AEP-Schätzer,Betrieblich,EUR/MWh,23.91,0.0
01.06.2026,UTC,15:15,15:30,AEP-Schätzer,Betrieblich,EUR/MWh,66.57,0.0
01.06.2026,UTC,15:30,15:45,AEP-Schätzer,Betrieblich,EUR/MWh,115.43,0.0
01.06.2026,UTC,15:45,16:00,AEP-Schätzer,Betrieblich,EUR/MWh,89.35,0.0
01.06.2026,UTC,16:00,16:15,AEP-Schätzer,Betrieblich,EUR/MWh,153.07,0.0
01.06.2026,UTC,16:15,16:30,AEP-Schätzer,Betrieblich,EUR/MWh,219.09,0.0
01.06.2026,UTC,16:30,16:45,AEP-Schätzer,Betrieblich,EUR/MWh,201.87,0.0
01.06.2026,UTC,16:45,17:00,AEP-Schätzer,Betrieblich,EUR/MWh,210.99,0.0
01.06.2026,UTC,17:00,17:15,AEP-Schätzer,Betrieblich,EUR/MWh,115.5,0.0
01.06.2026,UTC,17:15,17:30,AEP-Schätzer,Betrieblich,EUR/MWh,300.8,0.0
01.06.2026,UTC,17:30,17:45,AEP-Schätzer,Betrieblich,EUR/MWh,233.64,0.0
01.06.2026,UTC,17:45,18:00,AEP-Schätzer,Betrieblich,EUR/MWh,347.0,0.0
01.06.2026,UTC,18:00,18:15,AEP-Schätzer,Betrieblich,EUR/MWh,204.12,0.0
01.06.2026,UTC,18:15,18:30,AEP-Schätzer,Betrieblich,EUR/MWh,137.71,0.0
01.06.2026,UTC,18:30,18:45,AEP-Schätzer,Betrieblich,EUR/MWh,299.16,0.0
01.06.2026,UTC,18:45,19:00,AEP-Schätzer,Betrieblich,EUR/MWh,229.37,0.0
